o,d,f
40VA,41VA,163
42VA,41VA,281
33AL,42AL,308
41AL,42AL,291
43AS,42AS,180
52AS,42AS,203
44BA,42BA,143
65BA,42BA,128
37BI,42BI,352
43BI,42BI,233
44BI,42BI,357
75BI,42BI,177
76BI,42BI,554
40CO,42CO,181
01CR,42CR,164
29CR,42CR,116
39CR,42CR,325
40CR,42CR,290
41CR,42CR,154
41CS,42CS,159
43CS,42CS,173
41CZ,42CZ,305
41CÑ,42CÑ,508
45CÑ,42CÑ,167
62CÑ,42CÑ,272
41GC,42GC,171
43GC,42GC,139
36GP,42GP,169
24HU,42HU,157
43LE,42LE,112
47LE,42LE,134
48LE,42LE,119
40MA,42MA,183
41MA,42MA,690
58MA,42MA,225
45NA,42NA,126
54NA,42NA,108
60NA,42NA,101
64NA,42NA,307
11PO,42PO,117
34PO,42PO,333
71TA,42TA,111
41TF,42TF,389
43TF,42TF,344
53TF,42TF,152
54TF,42TF,227
29VA,42VA,314
31VA,42VA,334
40VA,42VA,154
41VA,42VA,238
43VA,42VA,239
25ZA,42ZA,454
44AL,43AL,362
45AL,43AL,564
42AS,43AS,193
44AS,43AS,340
44BA,43BA,680
64BA,43BA,128
65BA,43BA,534
42BI,43BI,544
45BI,43BI,279
46BI,43BI,554
55BI,43BI,100
56BI,43BI,211
45CA,43CA,119
40CS,43CS,140
41CS,43CS,140
42CS,43CS,186
41CÑ,43CÑ,266
45CÑ,43CÑ,120
18GC,43GC,108
34GC,43GC,100
36GC,43GC,906
38GC,43GC,181
42GC,43GC,245
46GC,43GC,112
24GP,43GP,122
54GP,43GP,151
63GR,43GR,286
64GR,43GR,136
03JA,43JA,156
44MA,43MA,1097
45MA,43MA,171
40MU,43MU,293
41MU,43MU,199
42MU,43MU,107
46MU,43MU,512
48MU,43MU,223
066B,43TA,215
40TA,43TA,270
41TF,43TF,126
42TF,43TF,400
53TF,43TF,149
55TF,43TF,831
56TF,43TF,422
42TO,43TO,113
19VA,43VA,172
42VA,43VA,122
44VA,43VA,263
45VA,43VA,345
33AL,44AL,151
34AL,44AL,176
43AL,44AL,613
45AL,44AL,328
43AS,44AS,433
45AS,44AS,491
46AS,44AS,303
57AS,44AS,196
42BA,44BA,231
43BA,44BA,588
65BA,44BA,266
42BI,44BI,544
74BI,44BI,115
75BI,44BI,346
76BI,44BI,358
43CA,44CA,100
48CA,44CA,352
49CA,44CA,220
50CA,44CA,494
08CC,44CC,109
33BA,44CC,233
016S,44CZ,151
38CÑ,44CÑ,206
40CÑ,44CÑ,315
41CÑ,44CÑ,227
40GC,44GC,139
41GC,44GC,212
47GC,44GC,137
57GI,44GI,142
13JA,44JA,138
24JA,44JA,100
35JA,44JA,486
40JA,44JA,318
05LE,44LE,120
36LE,44LE,654
41LE,44LE,265
43LE,44LE,148
45LE,44LE,360
48LE,44LE,382
12LL,44LL,140
43MA,44MA,552
45MA,44MA,110
30MU,44MU,158
31MU,44MU,129
38MU,44MU,140
35NA,44NA,115
45PO,44PO,137
68CÑ,44PO,117
72CÑ,44PO,164
41TF,44TF,433
43TF,44TF,150
31VA,44VA,190
43VA,44VA,378
45VA,44VA,527
03ZA,44ZA,122
02AL,45AL,320
18AL,45AL,167
43AL,45AL,827
44AL,45AL,275
44AS,45AS,346
46AS,45AS,291
48AS,45AS,160
23BI,45BI,117
42BI,45BI,109
43BI,45BI,168
46CA,45CA,133
35CC,45CC,239
47CC,45CC,202
49CO,45CO,217
52CO,45CO,141
013S,45CZ,133
23MA,45CZ,152
31CÑ,45CÑ,552
42CÑ,45CÑ,128
43CÑ,45CÑ,109
62CÑ,45CÑ,524
46GC,45GC,193
53GC,45GC,510
41GI,45GI,115
59GI,45GI,232
23GP,45GP,253
44GP,45GP,300
46GP,45GP,532
47GP,45GP,301
05GR,45GR,123
38GR,45GR,379
63GR,45GR,344
16JA,45JA,177
41LE,45LE,286
44LE,45LE,216
49LE,45LE,340
30MA,45MA,223
43MA,45MA,320
44MA,45MA,416
50MA,45MA,188
32MU,45MU,230
35MU,45MU,609
48MU,45MU,172
42NA,45NA,156
48NA,45NA,173
66NA,45NA,151
15PO,45PO,111
44PO,45PO,148
46PO,45PO,125
68CÑ,45PO,110
14TA,45TA,147
55TA,45TA,134
37TF,45TF,155
19VA,45VA,371
23VA,45VA,169
31VA,45VA,122
33VA,45VA,143
34VA,45VA,216
43VA,45VA,710
44VA,45VA,821
47ZA,45ZA,235
55ZA,45ZA,157
66ZA,45ZA,102
70ZA,45ZA,113
71ZA,45ZA,174
73ZA,45ZA,743
74ZA,45ZA,100
38AL,46AL,307
40AL,46AL,145
47AL,46AL,300
44AS,46AS,265
45AS,46AS,440
47AS,46AS,190
48AS,46AS,227
57AS,46AS,366
37BI,46BI,390
43BI,46BI,511
51BI,46BI,238
52BI,46BI,386
53BI,46BI,454
55BI,46BI,271
56BI,46BI,349
60BI,46BI,126
76BI,46BI,137
03CA,46CA,127
24CA,46CA,107
45CA,46CA,272
49CA,46CA,354
50CA,46CA,216
45GC,46GC,185
53GC,46GC,176
26GI,46GI,119
23GP,46GP,770
44GP,46GP,189
45GP,46GP,297
47GP,46GP,294
47LE,46LE,140
49LE,46LE,118
47LL,46LL,146
51LL,46LL,502
47MA,46MA,184
53MA,46MA,954
79MA,46MA,365
40MU,46MU,142
41MU,46MU,956
43MU,46MU,186
47MU,46MU,198
48MU,46MU,1191
08NA,46NA,134
45PO,46PO,144
09TA,46TA,118
41TF,46TF,349
48ZA,46ZA,105
64ZA,46ZA,187
73ZA,46ZA,134
74ZA,46ZA,364
35AL,47AL,152
38AL,47AL,260
39AL,47AL,382
41AL,47AL,133
46AL,47AL,273
46AS,47AS,236
48AS,47AS,214
15CA,47BI,137
44CA,47CA,119
48CA,47CA,330
50CA,47CA,184
35CC,47CC,139
40CC,47CC,495
45CC,47CC,223
48CC,47CC,240
33MA,47CZ,109
21CÑ,47CÑ,158
49CÑ,47CÑ,119
50CÑ,47CÑ,146
51CÑ,47CÑ,106
40GC,47GC,108
44GC,47GC,139
48GC,47GC,183
52GC,47GC,147
28GI,47GI,278
33GI,47GI,254
66GI,47GI,232
23GP,47GP,153
45GP,47GP,222
46GP,47GP,258
24GR,47GR,125
25GR,47GR,206
29GR,47GR,108
06LE,47LE,157
36LE,47LE,122
46LE,47LE,183
21LL,47LL,150
32LL,47LL,391
46LL,47LL,203
49LL,47LL,266
46MA,47MA,299
48MA,47MA,280
79MA,47MA,310
24MU,47MU,163
41MU,47MU,249
46MU,47MU,468
48MU,47MU,504
22NA,47NA,197
23NA,47NA,192
30PO,47PO,344
48PO,47PO,531
50PO,47PO,232
51PO,47PO,111
56TA,47TA,169
01TF,47TF,148
48TF,47TF,152
51TF,47TF,163
45ZA,47ZA,235
49ZA,47ZA,116
55ZA,47ZA,140
56ZA,47ZA,159
45AS,48AS,193
46AS,48AS,209
47AS,48AS,150
49AS,48AS,108
51AS,48AS,152
44CA,48CA,272
47CA,48CA,259
50CA,48CA,210
47CC,48CC,182
50CZ,48CZ,134
22CÑ,48CÑ,117
47GC,48GC,173
49GC,48GC,225
50GC,48GC,111
54GC,48GC,340
49GP,48GP,104
49JA,48JA,189
36LE,48LE,581
44LE,48LE,251
49LL,48LL,112
47MA,48MA,111
79MA,48MA,178
41MU,48MU,129
45MU,48MU,129
46MU,48MU,1435
47MU,48MU,264
42NA,48NA,175
45NA,48NA,262
54NA,48NA,122
30PO,48PO,477
47PO,48PO,305
50PO,48PO,598
52TA,48TA,345
01TF,48TF,130
47TF,48TF,162
49TF,48TF,241
74TO,48TO,196
46ZA,48ZA,105
47ZA,48ZA,106
49ZA,48ZA,185
65ZA,48ZA,126
50AS,49AS,482
52AS,49AS,113
25BA,49BA,148
24CA,49CA,156
44CA,49CA,214
45CA,49CA,121
46CA,49CA,205
50CA,49CA,739
45CO,49CO,105
47CO,49CO,158
52CO,49CO,175
35CZ,49CZ,143
16CÑ,49CÑ,181
47CÑ,49CÑ,154
59CÑ,49CÑ,157
48GC,49GC,183
50GC,49GC,279
51GC,49GC,154
54GC,49GC,127
48GP,49GP,136
50GP,49GP,116
51GP,49GP,277
53GP,49GP,142
12GR,49GR,202
48JA,49JA,615
50JA,49JA,278
54JA,49JA,192
41LE,49LE,142
45LE,49LE,239
46LE,49LE,101
32LL,49LL,253
47LL,49LL,147
48LL,49LL,223
51MA,49MA,242
52MA,49MA,426
50MU,49MU,457
23PO,49PO,254
30PO,49PO,149
48PO,49PO,111
48TF,49TF,147
51TF,49TF,139
52TF,49TF,150
53TF,49TF,100
48ZA,49ZA,148
57ZA,49ZA,172
49AS,50AS,954
52AS,50AS,333
56AS,50AS,169
04BA,50BA,353
13BI,50BI,189
24CA,50CA,494
37CA,50CA,401
44CA,50CA,697
46CA,50CA,186
47CA,50CA,154
48CA,50CA,269
49CA,50CA,1047
29CO,50CO,138
51CO,50CO,310
52CO,50CO,100
48CZ,50CZ,185
47CÑ,50CÑ,202
49CÑ,50CÑ,178
59CÑ,50CÑ,499
48GC,50GC,176
49GC,50GC,238
54GC,50GC,418
56GC,50GC,145
39GI,50GI,123
51GP,50GP,614
53GP,50GP,742
54GP,50GP,151
41GR,50GR,124
53GR,50GR,248
66GR,50GR,173
68GR,50GR,106
31JA,50JA,202
48JA,50JA,109
49JA,50JA,180
51JA,50JA,675
52JA,50JA,254
53JA,50JA,112
54JA,50JA,244
01LE,50LE,139
51LE,50LE,183
52LE,50LE,100
53LE,50LE,100
51LL,50LL,167
30MA,50MA,484
45MA,50MA,129
51MA,50MA,501
52MA,50MA,113
29MU,50MU,1110
34MU,50MU,173
49MU,50MU,2131
06PO,50PO,160
30PO,50PO,272
47PO,50PO,207
48PO,50PO,818
51PO,50PO,144
51TF,50TF,105
52TF,50TF,373
61ZA,50ZA,185
63ZA,50ZA,152
48AS,51AS,147
49AS,51AS,117
52AS,51AS,124
09BI,51BI,102
37BI,51BI,483
46BI,51BI,344
53BI,51BI,593
59BI,51BI,150
01CA,51CA,166
52CA,51CA,211
53CA,51CA,131
29CO,51CO,122
50CO,51CO,314
52CO,51CO,133
16CÑ,51CÑ,196
21CÑ,51CÑ,283
36CÑ,51CÑ,351
39CÑ,51CÑ,240
47CÑ,51CÑ,361
49CÑ,51CÑ,201
50CÑ,51CÑ,131
57CÑ,51CÑ,133
59CÑ,51CÑ,185
62CÑ,51CÑ,102
49GC,51GC,179
62GI,51GI,107
65GI,51GI,309
49GP,51GP,228
50GP,51GP,529
52GP,51GP,307
53GP,51GP,182
54GP,51GP,105
50JA,51JA,860
52JA,51JA,1574
53JA,51JA,153
50LE,51LE,217
52LE,51LE,278
53LE,51LE,236
01LL,51LL,205
46LL,51LL,376
50LL,51LL,118
30MA,51MA,186
49MA,51MA,447
50MA,51MA,503
52MU,51MU,424
53MU,51MU,120
57MU,51MU,188
58MU,51MU,215
59MU,51MU,199
64MU,51MU,158
65MU,51MU,468
50PO,51PO,153
36TA,51TA,114
01TF,51TF,125
42TF,51TF,161
47TF,51TF,159
48TF,51TF,115
49TF,51TF,165
50TF,51TF,176
52TF,51TF,293
60TO,51TO,157
53ZA,51ZA,211
54ZA,51ZA,129
42AS,52AS,226
49AS,52AS,163
50AS,52AS,322
51AS,52AS,120
48BA,52BA,171
55BI,52BI,110
01CA,52CA,257
25CA,52CA,208
51CA,52CA,379
53CA,52CA,251
02CO,52CO,231
28CO,52CO,140
30CO,52CO,634
31CO,52CO,194
32CO,52CO,149
33CO,52CO,104
34CO,52CO,117
39CO,52CO,154
40CO,52CO,126
41CO,52CO,227
44CO,52CO,127
45CO,52CO,283
46CO,52CO,120
49CO,52CO,496
50CO,52CO,248
51CO,52CO,289
53CO,52CO,132
11CZ,52CZ,237
15CZ,52CZ,291
50CZ,52CZ,131
53CZ,52CZ,582
54CZ,52CZ,201
56CZ,52CZ,386
57CZ,52CZ,257
53GC,52GC,466
54GC,52GC,312
55GC,52GC,196
10GI,52GI,172
24GI,52GI,154
51GP,52GP,245
54GP,52GP,233
35GR,52GR,170
67GR,52GR,465
50JA,52JA,116
51JA,52JA,684
53JA,52JA,200
50LE,52LE,187
51LE,52LE,406
53LE,52LE,114
49MA,52MA,616
50MA,52MA,207
51MA,52MA,112
51MU,52MU,299
53MU,52MU,144
54Mu,52MU,113
56MU,52MU,172
65MU,52MU,182
16PO,52PO,181
26PO,52PO,377
53PO,52PO,479
54PO,52PO,158
59PO,52PO,387
04TA,52TA,154
08TA,52TA,130
48TA,52TA,564
42TF,52TF,122
49TF,52TF,146
50TF,52TF,397
51TF,52TF,194
53TF,52TF,211
54TF,52TF,310
71TO,52TO,200
51ZA,52ZA,199
54ZA,52ZA,196
55ZA,52ZA,202
56ZA,52ZA,145
42AS,53AS,144
46AS,53AS,138
48AS,53AS,104
52AS,53AS,129
33BA,53BA,497
46BI,53BI,357
51BI,53BI,365
52BI,53BI,143
55BI,53BI,185
01CA,53CA,161
25CA,53CA,107
51CA,53CA,350
52CA,53CA,357
28CO,53CO,111
37CO,53CO,154
39CO,53CO,185
40CO,53CO,140
42CO,53CO,129
52CO,53CO,125
54CO,53CO,164
52CZ,53CZ,151
54CZ,53CZ,388
55CZ,53CZ,157
56CZ,53CZ,121
32CÑ,53CÑ,150
45GC,53GC,301
46GC,53GC,128
52GC,53GC,495
55GC,53GC,103
19GI,53GI,201
04GP,53GP,105
20GP,53GP,199
33GP,53GP,118
40BI,53GP,133
42GP,53GP,128
49GP,53GP,145
50GP,53GP,1047
51GP,53GP,215
52GP,53GP,103
54GP,53GP,285
41GR,53GR,331
50GR,53GR,302
52JA,53JA,553
03LE,53LE,145
50LE,53LE,175
51LE,53LE,424
52LE,53LE,112
03MA,53MA,105
46MA,53MA,552
79MA,53MA,411
51MU,53MU,137
52MU,53MU,180
54Mu,53MU,287
57MU,53MU,359
58MU,53MU,111
36NA,53NA,134
37NA,53NA,116
52PO,53PO,268
59PO,53PO,136
60PO,53PO,472
61PO,53PO,172
42TF,53TF,206
43TF,53TF,155
52TF,53TF,213
54TF,53TF,327
036M,53TO,209
51ZA,53ZA,403
54ZA,53ZA,362
66ZA,53ZA,331
68ZA,53ZA,305
15BA,54BA,102
19BA,54BA,172
57BI,54BI,348
58BI,54BI,186
01CO,54CO,188
53CO,54CO,162
53CZ,54CZ,443
48GC,54GC,211
50GC,54GC,179
52GC,54GC,339
55GC,54GC,106
56GC,54GC,275
41GI,54GI,260
32GP,54GP,1273
33GP,54GP,453
50GP,54GP,139
51GP,54GP,106
52GP,54GP,293
53GP,54GP,213
38GR,54GR,437
45GR,54GR,101
62GR,54GR,406
66GR,54GR,161
31JA,54JA,222
48JA,54JA,149
50JA,54JA,161
09MA,54MA,131
11MA,54MA,102
39MA,54MA,134
55MA,54MA,211
56MA,54MA,506
52MU,54Mu,214
53MU,54Mu,281
55MU,54Mu,284
56MU,54Mu,171
58MU,54Mu,210
63MU,54Mu,132
65MU,54Mu,140
42NA,54NA,103
26PO,54PO,240
55PO,54PO,305
56PO,54PO,454
58PO,54PO,165
62PO,54PO,182
29TA,54TA,125
35TA,54TA,108
42TF,54TF,257
52TF,54TF,358
53TF,54TF,399
30TO,54TO,125
51ZA,54ZA,129
52ZA,54ZA,134
53ZA,54ZA,207
68ZA,54ZA,133
61BA,55BA,136
46BI,55BI,101
52BI,55BI,204
53CZ,55CZ,150
56CZ,55CZ,101
52GC,55GC,164
53GC,55GC,101
54GC,55GC,104
56GC,55GC,174
06GI,55GI,110
20GR,55GR,125
01JA,55JA,264
02JA,55JA,219
57JA,55JA,145
11MA,55MA,169
54MA,55MA,347
54Mu,55MU,144
56MU,55MU,516
58MU,55MU,119
60MU,55MU,568
63MU,55MU,245
61NA,55NA,198
62NA,55NA,109
65NA,55NA,176
54PO,55PO,193
58PO,55PO,220
43TF,55TF,503
56TF,55TF,565
47ZA,55ZA,118
52ZA,55ZA,202
54ZA,55ZA,119
66ZA,55ZA,167
49AS,56AS,254
50AS,56AS,255
57BA,56BA,108
46BI,56BI,189
55BI,56BI,107
57BI,56BI,157
58BI,56BI,104
049S,56CO,151
10CZ,56CZ,209
11CZ,56CZ,120
14CZ,56CZ,124
52CZ,56CZ,314
53CZ,56CZ,389
54CZ,56CZ,213
55CZ,56CZ,340
26CÑ,56CÑ,111
74CÑ,56CÑ,360
38GC,56GC,219
50GC,56GC,134
53GC,56GC,125
54GC,56GC,369
55GC,56GC,215
57GC,56GC,605
14MA,56MA,103
25MA,56MA,142
54MA,56MA,572
57MA,56MA,131
52MU,56MU,107
54Mu,56MU,117
55MU,56MU,376
60MU,56MU,140
65MU,56MU,277
04NA,56NA,109
57NA,56NA,153
65NA,56NA,388
54PO,56PO,398
57PO,56PO,219
58PO,56PO,128
62PO,56PO,190
63PO,56PO,447
24TA,56TA,239
40TA,56TA,221
43TF,56TF,441
55TF,56TF,844
017M,56TO,261
70TO,56TO,118
47ZA,56ZA,146
52ZA,56ZA,183
57ZA,56ZA,367
69ZA,56ZA,137
13AS,57AS,160
24AS,57AS,122
28AS,57AS,293
32AS,57AS,312
44AS,57AS,275
46AS,57AS,433
02BA,57BA,280
55BA,57BA,104
58BA,57BA,511
54BI,57BI,248
56BI,57BI,131
58BI,57BI,445
19CO,57CO,231
52CZ,57CZ,152
58CZ,57CZ,195
16CÑ,57CÑ,194
21CÑ,57CÑ,140
47CÑ,57CÑ,109
06GC,57GC,250
38GC,57GC,513
50GC,57GC,113
56GC,57GC,599
44GI,57GI,104
35GR,57GR,247
59GR,57GR,193
67GR,57GR,151
15MA,57MA,138
56MA,57MA,146
37MU,57MU,261
51MU,57MU,198
53MU,57MU,429
58MU,57MU,635
59MU,57MU,446
62MU,57MU,149
63MU,57MU,221
56PO,57PO,251
58PO,57PO,283
62PO,57PO,109
63PO,57PO,256
58TA,57TA,237
59TA,57TA,107
03TF,57TF,230
40TF,57TF,182
58TF,57TF,294
49ZA,57ZA,243
56ZA,57ZA,423
58ZA,57ZA,170
59ZA,57ZA,151
63ZA,57ZA,197
69ZA,57ZA,233
02BA,58BA,227
55BA,58BA,113
56BA,58BA,103
57BA,58BA,742
59BA,58BA,121
61BA,58BA,169
62BA,58BA,128
63BA,58BA,413
09BI,58BI,171
46BI,58BI,125
54BI,58BI,193
56BI,58BI,183
57BI,58BI,692
59BI,58BI,274
60BI,58BI,566
07CO,58CO,226
22CO,58CO,353
57CZ,58CZ,188
59CZ,58CZ,187
04PO,58CÑ,115
71CÑ,58CÑ,393
02GI,58GI,162
68GI,58GI,168
69GI,58GI,409
72GI,58GI,119
01GR,58GR,155
02JA,58JA,110
41MA,58MA,166
42MA,58MA,282
78MA,58MA,211
37MU,58MU,282
51MU,58MU,234
53MU,58MU,155
54Mu,58MU,342
55MU,58MU,225
56MU,58MU,115
57MU,58MU,646
59MU,58MU,222
60MU,58MU,114
62MU,58MU,519
63MU,58MU,352
54PO,58PO,311
55PO,58PO,520
56PO,58PO,230
57PO,58PO,476
61PO,58PO,151
62PO,58PO,308
14TA,58TA,187
57TA,58TA,188
03TF,58TF,120
40TF,58TF,430
57TF,58TF,393
51ZA,58ZA,134
52ZA,58ZA,149
57ZA,58ZA,132
59ZA,58ZA,354
63AS,59AS,161
58BA,59BA,104
61BA,59BA,172
62BA,59BA,180
63BA,59BA,113
51BI,59BI,145
58BI,59BI,199
60BI,59BI,203
61BI,59BI,119
73BI,59BI,222
06CO,59CO,265
24CO,59CO,445
58CZ,59CZ,165
16CÑ,59CÑ,410
17CÑ,59CÑ,298
47CÑ,59CÑ,127
49CÑ,59CÑ,281
50CÑ,59CÑ,450
82CÑ,59CÑ,145
45GI,59GI,218
57GR,59GR,165
67GR,59GR,125
60MA,59MA,204
63MA,59MA,686
64MA,59MA,264
65MA,59MA,230
72MA,59MA,182
73MA,59MA,193
51MU,59MU,369
57MU,59MU,620
58MU,59MU,285
60NA,59NA,149
64NA,59NA,167
65NA,59NA,277
26PO,59PO,400
34PO,59PO,125
52PO,59PO,305
53PO,59PO,176
60PO,59PO,151
57TA,59TA,148
72TA,59TA,267
73TA,59TA,248
09ZA,59ZA,112
57ZA,59ZA,109
58ZA,59ZA,257
63ZA,59ZA,110
67ZA,59ZA,327
69ZA,59ZA,235
63AS,60AS,280
69AS,60AS,161
70AS,60AS,181
71AS,60AS,185
61BA,60BA,245
58BI,60BI,209
59BI,60BI,106
18GR,60GR,145
37GR,60GR,201
84GR,60GR,125
59MA,60MA,149
61MA,60MA,459
54Mu,60MU,119
55MU,60MU,1071
56MU,60MU,465
61MU,60MU,605
63MU,60MU,463
65MU,60MU,352
42NA,60NA,112
59NA,60NA,129
61NA,60NA,200
62NA,60NA,187
63NA,60NA,228
64NA,60NA,167
65NA,60NA,106
53PO,60PO,477
59PO,60PO,110
61PO,60PO,388
63TA,60TA,112
51TO,60TO,214
65ZA,60ZA,114
63AS,61AS,289
65AS,61AS,229
71AS,61AS,225
02BA,61BA,347
55BA,61BA,263
57BA,61BA,184
58BA,61BA,315
59BA,61BA,196
60BA,61BA,352
62BA,61BA,613
63BA,61BA,277
59BI,61BI,118
62BI,61BI,254
73BI,61BI,441
15CO,61CO,235
62CZ,61CZ,531
63CZ,61CZ,517
64CZ,61CZ,198
65CZ,61CZ,107
05CÑ,61CÑ,313
65CÑ,61CÑ,289
70GI,61GI,106
15MA,61MA,119
60MA,61MA,424
06MU,61MU,344
60MU,61MU,572
64MU,61MU,426
65MU,61MU,268
04NA,61NA,145
55NA,61NA,291
59NA,61NA,109
60NA,61NA,220
62NA,61NA,438
65NA,61NA,1104
53PO,61PO,272
58PO,61PO,153
60PO,61PO,658
62PO,61PO,369
62TA,61TA,185
65TA,61TA,246
67TA,61TA,214
60ZA,61ZA,116
62ZA,61ZA,639
65ZA,61ZA,153
67AS,62AS,215
71AS,62AS,268
58BA,62BA,179
59BA,62BA,145
61BA,62BA,295
63BA,62BA,416
61BI,62BI,266
70BI,62BI,188
73BI,62BI,698
16CO,62CO,264
61CZ,62CZ,890
63CZ,62CZ,416
64CZ,62CZ,550
65CZ,62CZ,185
66CZ,62CZ,148
31CÑ,62CÑ,609
35CÑ,62CÑ,154
36CÑ,62CÑ,594
37CÑ,62CÑ,329
39CÑ,62CÑ,150
40CÑ,62CÑ,170
41CÑ,62CÑ,1015
42CÑ,62CÑ,334
45CÑ,62CÑ,755
74CÑ,62CÑ,132
38GR,62GR,105
41GR,62GR,174
54GR,62GR,289
66GR,62GR,157
63MA,62MA,478
64MA,62MA,1511
65MA,62MA,162
67MA,62MA,354
68MA,62MA,104
74MA,62MA,149
58MU,62MU,398
63MU,62MU,332
41NA,62NA,145
55NA,62NA,132
60NA,62NA,121
61NA,62NA,283
63NA,62NA,346
53PO,62PO,102
54PO,62PO,195
56PO,62PO,322
57PO,62PO,220
58PO,62PO,257
60PO,62PO,186
61PO,62PO,571
63PO,62PO,351
61TA,62TA,168
67TA,62TA,137
61ZA,62ZA,262
69ZA,62ZA,121
60AS,63AS,234
61AS,63AS,219
65AS,63AS,289
69AS,63AS,208
71AS,63AS,192
58BA,63BA,403
59BA,63BA,126
61BA,63BA,149
62BA,63BA,518
64BI,63BI,299
67BI,63BI,275
68BI,63BI,105
69BI,63BI,448
17CO,63CO,245
21CO,63CO,109
22CR,63CO,107
61CZ,63CZ,545
62CZ,63CZ,229
64CZ,63CZ,643
65CZ,63CZ,399
66CZ,63CZ,103
18GI,63GI,147
19GI,63GI,110
43GR,63GR,349
45GR,63GR,450
59MA,63MA,289
62MA,63MA,336
64MA,63MA,379
55MU,63MU,444
57MU,63MU,104
58MU,63MU,287
60MU,63MU,449
62MU,63MU,534
41NA,63NA,305
42NA,63NA,100
60NA,63NA,185
62NA,63NA,348
64NA,63NA,148
16PO,63PO,428
28PO,63PO,136
54PO,63PO,119
56PO,63PO,611
57PO,63PO,347
62PO,63PO,345
50ZA,63ZA,109
57ZA,63ZA,104
62ZA,63ZA,133
69ZA,63ZA,177
65AS,64AS,236
68AS,64AS,103
43BA,64BA,138
63BI,64BI,322
65BI,64BI,228
66BI,64BI,270
67BI,64BI,678
68BI,64BI,294
69BI,64BI,108
61CZ,64CZ,206
62CZ,64CZ,227
63CZ,64CZ,621
65CZ,64CZ,344
66CZ,64CZ,208
07CÑ,64CÑ,132
59MA,64MA,147
62MA,64MA,1252
63MA,64MA,463
65MA,64MA,810
67MA,64MA,137
06MU,64MU,960
33MU,64MU,145
51MU,64MU,207
61MU,64MU,555
65MU,64MU,266
40NA,64NA,317
42NA,64NA,510
59NA,64NA,217
60NA,64NA,146
63NA,64NA,202
65NA,64NA,572
22PO,64PO,241
63TA,64TA,491
20TO,64TO,106
65ZA,64ZA,515
69ZA,64ZA,126
74ZA,64ZA,309
61AS,65AS,212
63AS,65AS,272
64AS,65AS,218
69AS,65AS,109
42BA,65BA,132
43BA,65BA,645
44BA,65BA,288
26BI,65BI,233
30BI,65BI,291
64BI,65BI,260
66BI,65BI,1435
67BI,65BI,192
11CO,65CO,102
61CZ,65CZ,110
62CZ,65CZ,105
63CZ,65CZ,492
64CZ,65CZ,525
66CZ,65CZ,247
61CÑ,65CÑ,209
51GI,65GI,119
38GR,65GR,111
66GR,65GR,435
67GR,65GR,113
69GR,65GR,404
59MA,65MA,217
62MA,65MA,167
64MA,65MA,699
66MA,65MA,559
72MA,65MA,302
06MU,65MU,408
51MU,65MU,658
52MU,65MU,465
54Mu,65MU,183
55MU,65MU,251
56MU,65MU,680
58MU,65MU,134
60MU,65MU,407
61MU,65MU,464
64MU,65MU,404
04NA,65NA,141
40NA,65NA,635
42NA,65NA,115
55NA,65NA,144
56NA,65NA,280
57NA,65NA,105
59NA,65NA,180
61NA,65NA,772
64NA,65NA,328
61TA,65TA,163
60ZA,65ZA,168
61ZA,65ZA,135
62ZA,65ZA,125
64ZA,65ZA,733
69ZA,65ZA,417
75ZA,65ZA,157
61AS,66AS,252
64AS,66AS,289
65AS,66AS,198
68AS,66AS,685
71AS,66AS,161
25BI,66BI,123
30BI,66BI,126
64BI,66BI,125
65BI,66BI,625
67BI,66BI,265
68BI,66BI,393
20CO,66CO,241
61CZ,66CZ,140
62CZ,66CZ,200
63CZ,66CZ,183
64CZ,66CZ,505
65CZ,66CZ,282
04PO,66CÑ,227
47GI,66GI,183
38GR,66GR,337
45GR,66GR,158
50GR,66GR,131
62GR,66GR,131
65GR,66GR,357
67GR,66GR,143
68GR,66GR,832
69GR,66GR,134
70GR,66GR,223
65MA,66MA,335
68MA,66MA,322
69MA,66MA,126
72MA,66MA,174
20MU,66MU,105
32MU,66MU,191
42NA,66NA,128
45NA,66NA,196
63NA,66NA,107
13TA,66TA,108
67TA,66TA,123
016M,66TO,191
25ZA,66ZA,160
53ZA,66ZA,354
54ZA,66ZA,116
55ZA,66ZA,206
68ZA,66ZA,209
70ZA,66ZA,266
62AS,67AS,274
71AS,67AS,239
63BI,67BI,220
64BI,67BI,457
65BI,67BI,123
66BI,67BI,411
68BI,67BI,724
69BI,67BI,159
68CZ,67CZ,262
69CZ,67CZ,725
70CZ,67CZ,151
71CZ,67CZ,178
72CZ,67CZ,102
73CZ,67CZ,229
68GI,67GI,370
69GI,67GI,147
06GR,67GR,149
34GR,67GR,118
38GR,67GR,121
52GR,67GR,625
57GR,67GR,117
59GR,67GR,175
65GR,67GR,127
69GR,67GR,868
62MA,67MA,385
64MA,67MA,183
69MA,67MA,318
08MU,67MU,106
10MU,67MU,109
23MU,67MU,153
25MU,67MU,184
68MU,67MU,448
13TA,67TA,105
32TA,67TA,117
61TA,67TA,508
62TA,67TA,286
65TA,67TA,268
66TA,67TA,162
51ZA,67ZA,121
52ZA,67ZA,114
59ZA,67ZA,361
68ZA,67ZA,213
64AS,68AS,121
66AS,68AS,213
25BI,68BI,217
64BI,68BI,181
66BI,68BI,569
67BI,68BI,650
69BI,68BI,179
